freq,value.real,value.imag
4.491017964071885,515651.04120358545,9200796.692598797
4.540918163672684,8347998.457183469,4945.199199271388
4.590818363273483,112241.82720334083,-8352166.257540198
4.640718562874281,-8333525.84003182,257451.52366114873
4.69061876247508,799375.0059659276,8072146.46355716
4.740518962075878,7631019.246595781,-1108482.2566788802
4.790419161676677,-1382363.402589255,-7481895.7512579635
4.840319361277476,-7293954.628606789,1951788.957359747
4.890219560878275,2589011.105468408,6933348.863474881
4.940119760479074,6359249.454818198,-3218439.1413174653
4.990019960079872,-3641001.2010023575,-5653921.179833356
5.039920159680671,-4905072.827707896,3893351.359549232
5.08982035928147,3857045.056855578,4196998.063943321
5.139720558882268,3778045.452023737,-3767507.663423341
5.189620758483067,-3896860.929659807,-3350706.1891217083
5.239520958083866,-2708727.410021659,3963819.353222412
5.289421157684664,3820745.8737953883,2103473.8335767947
5.339321357285463,1640402.922901746,-3645979.443752038
5.3892215568862625,-3468935.253781143,-1202968.4122650959
5.439121756487061,-816679.3575021066,3177521.791604384
5.48902195608786,2825059.861674492,590957.1298347674
5.538922155688658,452269.3543559201,-2498048.1251258156
5.588822355289457,-2117019.3784138956,-379725.5657912791
5.638722554890256,-509391.34276904166,1714216.7748135661
5.688622754491054,1512449.5012569488,889955.0449903756
5.738522954091853,1293857.0852945484,-1719919.7865924186
5.788423153692651,-2228324.6583105563,-1418854.6548507363
5.83832335329345,-1152852.3360125683,2791807.8097084984
5.8882235528942495,3118586.4099208065,526343.0929748006
5.938123752495048,-183382.3768018484,-2997413.7111822255
5.988023952095847,-2530185.8169062426,638937.827887835
6.037924151696646,734371.9092159551,2018639.2127665188
6.087824351297444,1688969.5984134881,-601816.5709191803
6.137724550898243,-466679.2509780824,-1578006.183875169
6.187624750499042,-1510152.7742596949,426008.0991640426
6.23752495009984,366741.45914486423,1423618.0089281546
6.287425149700639,1374690.873955924,-291082.1470349319
6.337325349301437,-225225.15269079804,-1350185.1251530685
6.3872255489022365,-1351050.6705909986,176759.22646567225
6.4371257485030355,157434.55756751075,1389249.3497714978
6.487025948103834,1457491.7568068318,-204848.20207051933
6.536926147704633,-303866.68730458245,-1513944.433307413
6.586826347305431,-1562228.3842879478,427843.0381258726
6.63672654690623,576691.258857742,1592963.518443931
6.686626746507029,1567074.698666146,-739465.3669279739
6.736526946107827,-856652.1758890375,-1476100.4035964962
6.786427145708626,-1368665.2496384587,925523.0100474507
6.836327345309425,967774.1727963611,1262560.8973449096
6.8862275449102235,1165035.2159218937,-1029327.8058581278
6.9361277445110225,-1097831.0098025352,-1027609.6381699918
6.986027944111822,-881012.7340625515,1138563.2917447314
7.03592814371262,1138635.7212602645,719843.0203713523
7.085828343313419,603552.5969694671,-1064707.8403441906
7.135728542914217,-984557.4814881384,-553221.5370852868
7.185628742515016,-538858.2649421906,923305.5601925254
7.235528942115815,907911.8978957124,520664.8242309359
7.285429141716613,462904.97245239816,-902481.9190301038
7.335329341317412,-886775.2745048441,-391338.8656272747
7.3852295409182105,-323481.3090613977,867247.8118452914
7.4351297405190095,845733.0102159381,255345.7175298386
7.485029940119809,196312.8434302208,-804198.3986822926
7.534930139720607,-734904.1897529699,-148621.29174065194
7.584830339321406,-168185.96357154532,618706.0652815849
7.634730538922205,577615.3210177422,272946.78896234976
7.684630738523003,324078.4131212884,-621497.0547667779
7.734530938123802,-654397.0225292202,-322384.9407782797
7.784431137724601,-324585.8768020845,678817.2481391337
7.834331337325399,732863.1239532195,321427.7266354165
7.884231536926198,282512.9201008775,-777048.3029395035
7.9341317365269965,-786706.4335732618,-261732.5404787995
7.984031936127796,-280094.1579305165,802739.1606739834
8.033932135728595,863020.6244035871,303431.8405675133
8.083832335329394,285018.42761980824,-926217.9732094634
8.133732534930191,-982296.5650290817,-268414.83584774774
8.18363273453099,-217849.54433178296,1046895.7145852223
8.233532934131789,1083511.8151583066,160353.4490798147
8.283433133732588,89945.34996877535,-1126158.2637074692
8.333333333333387,-1138833.6340656755,0.0
